source,target,weight,distance
596,17673,0.004901178193685305,204.03
596,17676,0.0068377794100540935,146.25
596,17682,0.007497139887745262,133.38
596,37823,0.002651178178771302,377.19
596,38048,0.00047065953315242456,2124.68
708,38048,0.0004844620682536928,2064.15
1697,15278,0.00261507503296582,382.4
1697,38048,0.0009357941407450125,1068.61
1918,5873,0.002662138639505084,375.64
1918,5877,0.002662138639505084,375.64
1918,7145,0.0029450832069201865,339.55
1918,7148,0.0029450832069201865,339.55
1918,7149,0.0029450832069201865,339.55
1918,8253,0.0026327472954595704,379.83
1918,8455,0.003085320742905971,324.12
1918,13707,0.0028208186874109044,354.51
1918,13711,0.0028208186874109044,354.51
1918,13712,0.0028208186874109044,354.51
1918,14178,0.00251924157747702,396.94
1918,14179,0.00251924157747702,396.94
1918,14183,0.00251924157747702,396.94
1918,14988,0.004203437992516455,237.9
1918,14990,0.004203437992516455,237.9
1918,15068,0.00428626647507419,233.3
1918,15070,0.00447676827058379,223.38
1918,15073,0.00447676827058379,223.38
1918,15078,0.0033489518456871676,298.6
1918,15080,0.003348931627673761,298.6
1918,15081,0.003348931627673761,298.6
1918,15089,0.002969213720775314,336.79
1918,15092,0.002969213720775314,336.79
1918,15724,0.00346338075296932,288.74
1918,15728,0.0025356008559796563,394.38
1918,15729,0.00346338075296932,288.74
1918,15730,0.00346338075296932,288.74
1918,16328,0.0028561858705016753,350.12
1918,16329,0.0028561858705016753,350.12
1918,16330,0.0028561858705016753,350.12
1918,16384,0.0031514396581549782,317.32
1918,16385,0.0031514396581549782,317.32
1918,16388,0.0031514396581549782,317.32
1918,19859,0.004234208117141837,236.17
1918,19861,0.003983195157416685,251.05
1918,19863,0.004234208117141837,236.17
1918,19865,0.003436097660303744,291.03
1918,19866,0.004234208117141837,236.17
1918,23294,0.0036402991283736937,274.7
1918,23298,0.0038972635100969436,256.59
1918,23299,0.0038972635100969436,256.59
1918,23303,0.0038972635100969436,256.59
1918,26564,0.002795447284586846,357.72
1918,26567,0.002795447284586846,357.72
1918,26574,0.002795447284586846,357.72
1918,26834,0.00548228398772609,182.41
1918,26837,0.006696525278808164,149.33
1918,26838,0.005501518961221839,181.77
1918,27622,0.003432929067014089,291.3
1918,28330,0.004168528268687302,239.89
1918,28332,0.004168528268687302,239.89
1918,28337,0.004168528268687302,239.89
1918,30302,0.003512354541600082,284.71
1918,30303,0.003512354541600082,284.71
1918,30304,0.0035034064110343434,285.44
1918,30308,0.003512357982185973,284.71
1918,30311,0.003512354541600082,284.71
1918,32466,0.0032950316955556473,303.49
1918,32738,0.0033129804084911113,301.84
1918,32740,0.0033129804084911113,301.84
1918,32744,0.0033129804084911113,301.84
1918,35048,0.004172893047125496,239.64
1918,35055,0.0025268177343978457,395.75
1918,35056,0.0025268177343978457,395.75
1918,35057,0.0025268177343978457,395.75
1918,35747,0.0036472963671827802,274.18
1918,36078,0.003111572038086019,321.38
1918,38047,0.005599494251906839,178.59
1918,38048,0.005582245038612908,179.14
2406,15278,0.0029096931599054536,343.68
2406,15469,0.002932111972457363,341.05
2406,15472,0.002932111972457363,341.05
2406,38048,0.0010251860918259882,975.43
2667,7988,0.009361408068201026,106.82
2667,7989,0.009361408068201026,106.82
2667,7992,0.009361408068201026,106.82
2667,7994,0.009361374665874918,106.82
2667,8455,0.002926755308207999,341.68
2667,14164,0.0060903733097487246,164.19
2667,14165,0.0060903733097487246,164.19
2667,14167,0.0060903733097487246,164.19
2667,14178,0.006980751024952264,143.25
2667,14179,0.006980751024952264,143.25
2667,14183,0.006980751024952264,143.25
2667,14708,0.007670963231268739,130.36
2667,14712,0.007670963231268739,130.36
2667,14713,0.003843819847164851,260.16
2667,14988,0.0033549218364873072,298.07
2667,14990,0.0033549218364873072,298.07
2667,15038,0.0025236718114524993,396.25
2667,15039,0.0025236718114524993,396.25
2667,15068,0.00421028361807209,237.51
2667,15070,0.004126337952356617,242.35
2667,15073,0.004126337952356617,242.35
2667,15347,0.0036613313414992,273.12
2667,15724,0.002562998859033391,390.17
2667,15728,0.011156709403621562,89.63
2667,15729,0.002562998859033391,390.17
2667,15730,0.002562998859033391,390.17
2667,16384,0.0026479453172450615,377.65
2667,16385,0.0026479453172450615,377.65
2667,16388,0.0026479453172450615,377.65
2667,19859,0.003398305306590576,294.26
2667,19861,0.004030584192426206,248.1
2667,19863,0.003398305306590576,294.26
2667,19865,0.005902874228515801,169.41
2667,19866,0.003398305306590576,294.26
2667,23298,0.002655589716407889,376.56
2667,23299,0.002655589716407889,376.56
2667,23303,0.002655589716407889,376.56
2667,26564,0.003758796861598463,266.04
2667,26567,0.003758796861598463,266.04
2667,26574,0.003758796861598463,266.04
2667,26834,0.003879771951940816,257.75
2667,26838,0.003866353848168149,258.64
2667,28330,0.004742463823933663,210.86
2667,28332,0.004742463823933663,210.86
2667,28334,0.006044047814673709,165.45
2667,28337,0.004742463823933663,210.86
2667,28339,0.007480707370861553,133.68
2667,30302,0.0034237264869702755,292.08
2667,30303,0.0034237264869702755,292.08
2667,30304,0.002796849595575666,357.55
2667,30308,0.0034237269636798544,292.08
2667,30311,0.0034237264869702755,292.08
2667,30544,0.014522284926375084,68.86
2667,30545,0.014522284926375084,68.86
2667,30546,0.014522284926375084,68.86
2667,30548,0.003450602366279939,289.8
2667,35048,0.002650671804218276,377.26
2667,35747,0.002818796447696031,354.76
2667,36078,0.007000910123484312,142.84
2667,38048,0.0022844226678701363,437.75
3726,38048,0.0005516226480903816,1812.83
3843,38048,0.000323817662560573,3088.16
5858,5859,565.4509471322546,0.0
5858,5862,565.4509471322546,0.0
5858,5864,565.4509471322546,0.0
5858,5871,0.005568483244919918,179.58
5858,5873,0.0031826872449159894,314.2
5858,5877,0.0031826872449159894,314.2
5858,6224,0.004968320937785487,201.28
5858,6227,0.004968320937785487,201.28
5858,6228,0.004968320937785487,201.28
5858,6332,0.003938171668896096,253.92
5858,6333,0.003938171668896096,253.92
5858,6342,0.006659226114489416,150.17
5858,6346,0.006659226114489416,150.17
5858,6348,0.006659226114489416,150.17
5858,8451,0.0029761462596426713,336.0
5858,8454,0.0029761462596426713,336.0
5858,8456,0.0029761462596426713,336.0
5858,13653,0.0032590926729084,306.83
5858,13897,0.007429663306850983,134.6
5858,13899,0.007429663306850983,134.6
5858,13901,0.007429663306850983,134.6
5858,14144,0.0037618423196994007,265.83
5858,14147,0.0037618423196994007,265.83
5858,14149,0.0037618423196994007,265.83
5858,15048,0.002857369285409349,349.97
5858,15057,0.003903883162943765,256.16
5858,15061,0.003903883162943765,256.16
5858,15078,0.0027155753597123584,368.25
5858,15080,0.0027155736162321974,368.25
5858,15081,0.0027155736162321974,368.25
5858,16328,0.002634658256610117,379.56
5858,16329,0.002634658256610117,379.56
5858,16330,0.002634658256610117,379.56
5858,18929,0.00426522729985492,234.45
5858,18931,0.00426522729985492,234.45
5858,32466,0.0025216857264413546,396.56
5858,32738,0.002654319125523573,376.74
5858,32740,0.002654319125523573,376.74
5858,32744,0.002654319125523573,376.74
5858,35055,0.002712237620233545,368.7
5858,35056,0.002712237620233545,368.7
5858,35057,0.002712237620233545,368.7
5858,38048,0.001762458652390027,567.39
5859,5862,99999.99999999999,0.0
5859,5864,99999.99999999999,0.0
5859,5871,0.005568523201218999,179.58
5859,5873,0.0031826947055402276,314.2
5859,5877,0.0031826947055402276,314.2
5859,6224,0.004968287138833633,201.28
5859,6227,0.004968287138833633,201.28
5859,6228,0.004968287138833633,201.28
5859,6332,0.003938146946312035,253.93
5859,6333,0.003938146946312035,253.93
5859,6342,0.006659169416491439,150.17
5859,6346,0.006659169416491439,150.17
5859,6348,0.006659169416491439,150.17
5859,8451,0.0029761350823331438,336.01
5859,8454,0.0029761350823331438,336.01
5859,8456,0.0029761350823331438,336.01
5859,13653,0.0032590791009058677,306.84
5859,13897,0.007429567939828657,134.6
5859,13899,0.007429567939828657,134.6
5859,13901,0.007429567939828657,134.6
5859,14144,0.003761822173744077,265.83
5859,14147,0.003761822173744077,265.83
5859,14149,0.003761822173744077,265.83
5859,15048,0.002857360398172409,349.97
5859,15057,0.003903856548767719,256.16
5859,15061,0.003903856548767719,256.16
5859,15078,0.0027155748208622637,368.25
5859,15080,0.0027155730771828033,368.25
5859,15081,0.0027155730771828033,368.25
5859,16328,0.0026346544111659227,379.56
5859,16329,0.0026346544111659227,379.56
5859,16330,0.0026346544111659227,379.56
5859,18929,0.004265229040768166,234.45
5859,18931,0.004265229040768166,234.45
5859,32466,0.0025216844248268718,396.56
5859,32738,0.002654323504704421,376.74
5859,32740,0.002654323504704421,376.74
5859,32744,0.002654323504704421,376.74
5859,35055,0.0027122320676540444,368.7
5859,35056,0.0027122320676540444,368.7
5859,35057,0.0027122320676540444,368.7
